_id,genre,year,gross,inflation_adjusted_gross,movies_released,tickets_sold,gross_per_movie,tickets_per_movie,decade,top_movie,top_movie_gross,top_movie_inflation_adjusted_gross
6902a3f2df16f61a280484b6,Drama,2004,1380080888.0,1993449161.0,228,222235135.0,6052986.350877193,974715.504385965,2000s,The Passion of the Christ,370274604.0,534840823.535415
6902a3f2df16f61a280484b7,Drama,2005,1421398792.0,1989070142.0,266,221746950.0,5343604.4812030075,833635.1503759399,2000s,Million Dollar Baby,99378637.0,139067994.655617
6902a3f2df16f61a280484b8,Drama,2006,1566403106.0,2145134077.0,252,239145382.0,6215885.341269841,948989.6111111111,2000s,The Departed,120359613.0,164828265.694739
6902a3f2df16f61a280484ba,Drama,2008,1089416918.0,1231556700.0,256,137297291.0,4255534.8359375,536317.54296875,2000s,Twilight,176922850.0,200006551.854003
6902a3f2df16f61a280484bb,Drama,2009,1834368065.0,1971041491.0,196,219737067.0,9359020.739795918,1121107.4846938776,2000s,The Twilight Saga: New Moon,287954655.0,309409318.315619
6902a3f2df16f61a280484bc,Drama,2010,1688220533.0,1755249394.0,208,195679977.0,8116444.870192308,940769.1201923077,2010s,The Twilight Saga: Eclipse,300531751.0,312464019.664017
6902a3f2df16f61a280484bf,Drama,2013,1338302458.0,1476576125.0,231,164612723.0,5793517.134199134,712609.1904761905,2010s,The Great Gatsby,144840419.0,159805358.90968
6902a3f2df16f61a280484b9,Drama,2007,1293722940.0,1605362326.0,249,178970159.0,5195674.457831325,718755.6586345382,2000s,American Gangster,129150735.0,160261303.200057
6902a3f2df16f61a280484bd,Drama,2011,1490251352.0,1646901607.0,244,183601071.0,6107587.508196721,752463.405737705,2010s,"The Twilight Saga: Breaking Dawn, Part 1",275530738.0,304493610.813443
6902a3f2df16f61a280484be,Drama,2012,1670673352.0,1882654717.0,228,209883469.0,7327514.701754386,920541.5307017544,2010s,"The Twilight Saga: Breaking Dawn, Part 2",289133356.0,325819691.721186
6902a3f2df16f61a280484c5,Comedy,1995,1048895722.0,2162895044.0,61,241125423.0,17195011.836065575,3952875.7868852457,1990s,Ace Ventura: When Nature Calls,104371496.0,215221195.680752
6902a3f2df16f61a280484c0,Drama,2014,1648533596.0,1809955522.0,254,201778765.0,6490289.748031496,794404.5866141733,2010s,The Fault in Our Stars,124872350.0,137099662.376318
6902a3f2df16f61a280484c1,Drama,2015,2070185234.0,2158042014.0,287,240584394.0,7213188.968641115,838273.149825784,2010s,American Sniper,347897084.0,362661520.085061
6902a3f2df16f61a280484c2,Drama,2016,1360947564.0,1402579160.0,282,156363340.0,4826055.191489362,554479.9290780142,2010s,Sully,124976335.0,128799380.373613
6902a3f2df16f61a280484c4,Drama,2018,1631625937.0,1631624836.0,266,181897975.0,6133932.093984962,683826.9736842106,2010s,A Star is Born,202110097.0,202109960.61873
6902a3f2df16f61a280484c3,Drama,2017,1326577328.0,1326576332.0,253,147890338.0,5243388.648221344,584546.790513834,2010s,Hidden Figures,167620331.0,167620205.14993
6902a3f2df16f61a280484c7,Comedy,1997,1296925200.0,2534513641.0,72,282554475.0,18012850.0,3924367.7083333335,1990s,Liar Liar,181410615.0,354521354.307634
6902a3f2df16f61a280484c6,Comedy,1996,1041177912.0,2112978403.0,69,235560580.0,15089534.956521738,3413921.4492753623,1990s,The Nutty Professor,128814019.0,261416648.407186
6902a3f2df16f61a280484c8,Comedy,1998,791406180.0,1513627240.0,74,168743282.0,10694678.108108109,2280314.621621622,1990s,The Waterboy,150042308.0,286967843.164012
6902a3f2df16f61a280484c9,Comedy,1999,1352538228.0,2388241394.0,69,266247647.0,19602003.304347824,3858661.5507246377,1990s,Austin Powers: The Spy Who Shagged Me,206040085.0,363814825.809329
6902a3f2df16f61a280484ca,Comedy,2000,1482623604.0,2467371370.0,79,275069272.0,18767387.392405063,3481889.518987342,2000s,Meet the Parents,161325490.0,268476701.843485
6902a3f2df16f61a280484cc,Comedy,2002,1305574866.0,2015663411.0,82,224711640.0,15921644.707317073,2740385.8536585364,2000s,Austin Powers in Goldmember,213117789.0,329030330.39893
6902a3f2df16f61a280484cb,Comedy,2001,1477683205.0,2341840310.0,88,261074728.0,16791854.602272727,2966758.272727273,2000s,American Pie 2,145096820.0,229950222.60459
6902a3f2df16f61a280484cd,Comedy,2003,1802604618.0,2681486140.0,82,298939369.0,21982983.14634146,3645602.06097561,2000s,Bruce Almighty,242704995.0,361038729.016098
6902a3f2df16f61a280484d0,Comedy,2006,1954939739.0,2677222241.0,125,298464018.0,15639517.912,2387712.144,2000s,Talladega Nights: The Ballad of Ricky Bobby,148213377.0,202973084.746382
6902a3f2df16f61a280484ce,Comedy,2004,1674423943.0,2418611849.0,120,269633428.0,13953532.858333332,2246945.2333333334,2000s,Meet the Fockers,162461370.0,234666373.548609
6902a3f2df16f61a280484cf,Comedy,2005,1825866367.0,2555072935.0,129,284846481.0,14154002.84496124,2208112.2558139535,2000s,Wedding Crashers,209218368.0,292775089.811198
6902a3f2df16f61a280484d1,Comedy,2007,1428122669.0,1820993412.0,134,203009299.0,10657631.858208954,1514994.7686567164,2000s,Wild Hogs,168213584.0,214488457.414794
6902a3f2df16f61a280484d2,Comedy,2008,2099450726.0,2234737577.0,125,249134624.0,16795605.808,1993076.992,2000s,Sex and the City,152647258.0,162483719.791104
6902a3f2df16f61a280484d3,Comedy,2009,1435281074.0,1553072034.0,87,173140695.0,16497483.609195402,1990122.9310344828,2000s,The Hangover,277322503.0,300081866.618539
6902a3f2df16f61a280484d5,Comedy,2011,1491182522.0,1542306581.0,96,171940533.0,15533151.270833334,1791047.21875,2010s,The Hangover Part II,254464305.0,263188420.224182
6902a3f2df16f61a280484d6,Comedy,2012,1050654625.0,1183965890.0,94,131991738.0,11177176.861702127,1404167.425531915,2010s,21 Jump Street,138447667.0,156014461.248937
6902a3f2df16f61a280484d7,Comedy,2013,1619719448.0,1787070092.0,98,199227435.0,16527749.469387755,2032933.0102040817,2010s,The Heat,159581587.0,176069677.815955
6902a3f2df16f61a280484d4,Comedy,2010,1376066203.0,1395098440.0,77,155529369.0,17870989.64935065,2019861.9350649351,2010s,Grown Ups,162001186.0,164241808.551089
6902a3f2df16f61a280484d8,Comedy,2014,1270249093.0,1394630484.0,102,155477200.0,12453422.480392156,1524286.2745098039,2010s,22 Jump Street,191719337.0,210492283.148176
6902a3f2df16f61a280484db,Comedy,2017,784372296.0,784372007.0,74,87443925.0,10599625.621621622,1181674.6621621621,2010s,Girls Trip,115108515.0,115108472.588557
6902a3f2df16f61a280484df,Thriller or Suspense,1997,646036777.0,1262516198.0,23,140748740.0,28088555.52173913,6119510.434782608,1990s,Titanic,157467971.0,307731496.304109
6902a3f2df16f61a280484e0,Thriller or Suspense,1998,786162209.0,1503597981.0,22,167625193.0,35734645.86363637,7619326.954545454,1990s,Titanic,443319081.0,847883130.859544
6902a3f2df16f61a280484da,Comedy,2016,1409767232.0,1451712577.0,98,161840867.0,14385379.918367347,1651437.418367347,2010s,Ghostbusters,128350574.0,132169437.841615
6902a3f2df16f61a280484dc,Comedy,2018,865423455.0,865423214.0,74,96479734.0,11694911.554054054,1303780.189189189,2010s,Night School,77339130.0,77339108.4628782
6902a3f2df16f61a280484dd,Thriller or Suspense,1995,329923961.0,680325901.0,19,75844582.0,17364419.0,3991820.1052631577,1990s,Se7en,87113775.0,179634596.064959
6902a3f2df16f61a280484d9,Comedy,2015,1293229974.0,1331620315.0,121,148452655.0,10687851.024793388,1226881.4462809917,2010s,Pitch Perfect 2,184296230.0,189767178.908515
6902a3f2df16f61a280484de,Thriller or Suspense,1996,305709447.0,620410247.0,22,69165022.0,13895883.954545455,3143864.6363636362,1990s,Executive Decision,56679192.0,115025400.273222
6902a3f2df16f61a280484e1,Thriller or Suspense,1999,574879882.0,1015092947.0,17,113165323.0,33816463.64705882,6656783.705882353,1990s,The Sixth Sense,276386495.0,488028874.387625
6902a3f2df16f61a280484e3,Thriller or Suspense,2001,674556330.0,1069040599.0,26,119179554.0,25944474.230769232,4583829.0,2000s,Ocean's Eleven,151967372.0,240838730.831176
6902a3f2df16f61a280484e4,Thriller or Suspense,2002,950052308.0,1466775952.0,33,163520173.0,28789463.87878788,4955156.757575758,2000s,Signs,227750028.0,351620917.421872
6902a3f2df16f61a280484e7,Thriller or Suspense,2005,368731981.0,515994568.0,25,57524478.0,14749279.24,2300979.12,2000s,Flightplan,89132263.0,124729521.471986
6902a3f2df16f61a280484e2,Thriller or Suspense,2000,572344556.0,952491631.0,27,106186358.0,21197946.51851852,3932828.074074074,2000s,What Lies Beneath,155464351.0,258722637.778259
6902a3f2df16f61a280484e5,Thriller or Suspense,2003,382640658.0,569201683.0,20,63456152.0,19132032.9,3172807.6,2000s,The Recruit,52784696.0,78520505.2617366
6902a3f2df16f61a280484e8,Thriller or Suspense,2006,739589574.0,1012842338.0,35,112914419.0,21131130.685714286,3226126.257142857,2000s,The Da Vinci Code,217536138.0,297908216.066078
6902a3f2df16f61a280484e6,Thriller or Suspense,2004,801681437.0,1157984177.0,30,129095226.0,26722714.566666666,4303174.2,2000s,The Bourne Supremacy,176087450.0,254348512.335928
6902a3f2df16f61a280484e9,Thriller or Suspense,2007,826453022.0,1077153767.0,57,120084032.0,14499175.824561404,2106737.403508772,2000s,The Bourne Ultimatum,227471070.0,296473378.899473
6902a3f2df16f61a280484ea,Thriller or Suspense,2008,780239375.0,870779066.0,51,97076819.0,15298811.274509804,1903467.0392156863,2000s,Eagle Eye,101401695.0,113168440.471127
6902a3f2df16f61a280484ec,Thriller or Suspense,2010,919200109.0,936795997.0,51,104436566.0,18023531.54901961,2047775.8039215687,2010s,Inception,292568851.0,298169382.031361
6902a3f2df16f61a280484ed,Thriller or Suspense,2011,928786329.0,989409989.0,60,110302117.0,15479772.15,1838368.6166666667,2010s,Super 8,127004179.0,135293984.659139
6902a3f2df16f61a280484eb,Thriller or Suspense,2009,965638077.0,1101599466.0,55,122809305.0,17557055.945454545,2232896.4545454546,2000s,Taken,145000989.0,165417060.342238
6902a3f2df16f61a280484ee,Thriller or Suspense,2012,1534307056.0,1728986445.0,64,192752112.0,23973547.75,3011751.75,2010s,The Hunger Games,408010692.0,459780819.702539
6902a3f2df16f61a280484ef,Thriller or Suspense,2013,1143419822.0,1261558830.0,70,140642010.0,16334568.885714285,2009171.5714285714,2010s,Gravity,255621667.0,282032692.575772
6902a3f2df16f61a280484f2,Thriller or Suspense,2016,652302676.0,669942919.0,64,74687059.0,10192229.3125,1166985.296875,2010s,The Accountant,85856696.0,88178521.4904371
6902a3f2df16f61a280484f1,Thriller or Suspense,2015,1089501477.0,1125580133.0,72,125482735.0,15131964.958333334,1742815.763888889,2010s,The Hunger Games: Mockingjay - Part 2,274185395.0,283264997.694682
6902a3f2df16f61a280484f0,Thriller or Suspense,2014,969244659.0,1064152057.0,62,118634566.0,15632978.370967742,1913460.7419354839,2010s,The Hunger Games: Mockingjay - Part 1,323734502.0,355434237.399466
6902a3f2df16f61a280484f3,Thriller or Suspense,2017,697561514.0,697561289.0,63,77766030.0,11072404.984126983,1234381.4285714286,2010s,Baby Driver,107825862.0,107825827.220531
6902a3f2df16f61a280484f5,Horror,1995,148103633.0,305399859.0,15,34046807.0,9873575.533333333,2269787.1333333333,1990s,Tales from the Crypt: Demon Knight,21089146.0,43487266.8844688
6902a3f2df16f61a280484f7,Horror,1997,407801247.0,796944862.0,11,88845581.0,37072840.63636363,8076871.0,1990s,Scream 2,85520969.0,167129201.637314
6902a3f2df16f61a280484f4,Thriller or Suspense,2018,613231037.0,613230848.0,56,68364643.0,10950554.232142856,1220797.1964285714,2010s,Maze Runner: The Death Cure,58032443.0,58032425.1141934
6902a3f2df16f61a280484f6,Horror,1996,112915551.0,229152096.0,9,25546499.0,12546172.333333334,2838499.888888889,1990s,Scream,39129829.0,79410517.4359162
6902a3f2df16f61a280484f8,Horror,1998,318584830.0,609318887.0,16,67928527.0,19911551.875,4245532.9375,1990s,Halloween: H2O,55041738.0,105271712.20521
6902a3f2df16f61a280484fc,Horror,2002,297788051.0,459751887.0,11,51254391.0,27071641.0,4659490.090909091,2000s,The Ring,127230430.0,196429742.831828
6902a3f2df16f61a280484ff,Horror,2005,587908674.0,822705132.0,30,91717406.0,19596955.8,3057246.8666666667,2000s,Saw II,87014325.0,121765734.885238
6902a3f2df16f61a280484fa,Horror,2000,370091662.0,615903881.0,14,68662640.0,26435118.714285713,4904474.285714285,2000s,Scream 3,89138076.0,148342944.708851
6902a3f2df16f61a280484fb,Horror,2001,391330452.0,620182643.0,16,69139648.0,24458153.25,4321228.0,2000s,Hannibal,165092266.0,261639127.094405
6902a3f2df16f61a28048500,Horror,2006,553283464.0,757702556.0,31,84470742.0,17847853.677419353,2724862.64516129,2000s,Saw III,80238724.0,109884155.628729
6902a3f2df16f61a280484f9,Horror,1999,477204556.0,842622927.0,15,93937896.0,31813637.066666666,6262526.4,1990s,The Blair Witch Project,140539099.0,248156614.324786
6902a3f2df16f61a280484fd,Horror,2003,450032336.0,669451004.0,16,74632219.0,28127021.0,4664513.6875,2000s,Freddy vs. Jason,82622655.0,122906322.320127
6902a3f2df16f61a280484fe,Horror,2004,464969445.0,671622444.0,20,74874297.0,23248472.25,3743714.85,2000s,The Grudge,110359362.0,159407946.525864
6902a3f2df16f61a28048505,Horror,2011,404326975.0,428735323.0,28,47796580.0,14440249.107142856,1707020.7142857143,2010s,Paranormal Activity 3,104007828.0,110286556.399331
6902a3f2df16f61a28048502,Horror,2008,293647307.0,304074308.0,25,33899031.0,11745892.28,1355961.24,2000s,Saw V,56746769.0,58761766.5940688
6902a3f2df16f61a28048504,Horror,2010,531211616.0,559021469.0,26,62321234.0,20431216.0,2396970.5384615385,2010s,Paranormal Activity 2,84660648.0,89092780.3270249
6902a3f2df16f61a28048501,Horror,2007,693525961.0,841586677.0,31,93822372.0,22371805.19354839,3026528.129032258,2000s,I am Legend,206129574.0,250136134.722267
6902a3f2df16f61a28048503,Horror,2009,584680109.0,630478606.0,26,70287470.0,22487696.5,2703364.230769231,2000s,Paranormal Activity,107854596.0,116302939.487844
6902a3f2df16f61a28048507,Horror,2013,448523012.0,494864728.0,30,55168866.0,14950767.066666666,1838962.2,2010s,The Conjuring,137400141.0,151596421.106542
6902a3f2df16f61a2804850b,Horror,2017,1039425572.0,1039425427.0,34,115877974.0,30571340.352941178,3408175.705882353,2010s,It,327481748.0,327481702.316254
6902a3f2df16f61a2804850f,Romantic Comedy,1997,297133612.0,580672798.0,22,64734983.0,13506073.272727273,2942499.227272727,1990s,Jerry Maguire,70614467.0,137998188.276891
6902a3f2df16f61a28048510,Romantic Comedy,1998,500783066.0,957787582.0,14,106776765.0,35770219.0,7626911.785714285,1990s,There's Something About Mary,174711965.0,334150577.096029
6902a3f2df16f61a28048506,Horror,2012,308863451.0,348053276.0,33,38801926.0,9359498.515151516,1175815.9393939395,2010s,Paranormal Activity 4,53900335.0,60739424.213218
6902a3f2df16f61a2804850c,Horror,2018,901529308.0,901529177.0,34,100504925.0,26515567.88235294,2956027.205882353,2010s,A Quiet Place,188024361.0,188024333.678435
6902a3f2df16f61a28048508,Horror,2014,254888301.0,279846607.0,30,31198061.0,8496276.7,1039935.3666666667,2010s,Annabelle,84273813.0,92525786.9210815
6902a3f2df16f61a28048509,Horror,2015,374324652.0,386099899.0,24,43043467.0,15596860.5,1793477.7916666667,2010s,Goosebumps,79132868.0,81622175.2404924
6902a3f2df16f61a2804850d,Romantic Comedy,1995,297177737.0,612800916.0,16,68316713.0,18573608.5625,4269794.5625,1990s,While You Were Sleeping,81057016.0,167145137.29885
6902a3f2df16f61a2804850e,Romantic Comedy,1996,427301022.0,867169628.0,19,96674429.0,22489527.47368421,5088127.842105263,1990s,Jerry Maguire,83338125.0,169127353.162445
6902a3f2df16f61a2804850a,Horror,2016,479942549.0,491418185.0,28,54784636.0,17140805.32142857,1956594.142857143,2010s,The Conjuring 2: The Enfield Poltergeist,102470008.0,104920110.653276
6902a3f2df16f61a28048511,Romantic Comedy,1999,722597811.0,1275925541.0,23,142243650.0,31417296.13043478,6184506.521739131,1990s,Runaway Bride,152162347.0,268680339.132393
6902a3f2df16f61a28048513,Romantic Comedy,2001,529130923.0,838569590.0,23,93486019.0,23005692.304347824,4064609.5217391304,2000s,America's Sweethearts,93607673.0,148349953.775928
6902a3f2df16f61a28048512,Romantic Comedy,2000,374478694.0,623204707.0,23,69476556.0,16281682.347826088,3020719.8260869565,2000s,What Women Want,115761883.0,192650080.051773
6902a3f2df16f61a28048514,Romantic Comedy,2002,574879303.0,887550213.0,24,98946512.0,23953304.291666668,4122771.3333333335,2000s,My Big Fat Greek Wedding,227898505.0,351850145.934253
6902a3f2df16f61a28048515,Romantic Comedy,2003,495065519.0,736440642.0,25,82100406.0,19802620.76,3284016.24,2000s,How to Lose a Guy in 10 Days,105807520.0,157395243.59245
6902a3f2df16f61a28048516,Romantic Comedy,2004,651589511.0,941184704.0,33,104925831.0,19745136.696969695,3179570.6363636362,2000s,50 First Dates,120776832.0,174455397.08201
6902a3f2df16f61a28048517,Romantic Comedy,2005,440435727.0,616335096.0,15,68710713.0,29362381.8,4580714.2,2000s,Hitch,177784257.0,248786986.132448
6902a3f2df16f61a28048519,Romantic Comedy,2007,733929251.0,948405545.0,35,105730830.0,20969407.171428572,3020880.8571428573,2000s,Knocked Up,148761765.0,192234445.783095
6902a3f2df16f61a28048518,Romantic Comedy,2006,342785466.0,469432841.0,19,52333650.0,18041340.315789472,2754402.6315789474,2000s,The Break-Up,118703275.0,162560029.949619
6902a3f2df16f61a2804851a,Romantic Comedy,2008,330849160.0,348545980.0,25,38856854.0,13233966.4,1554274.16,2000s,What Happens in Vegas...,80277646.0,84571624.1116135
